,Completed,Height,SAM,MAM (kg >),MAM (kg <=),Normal (kg >),Normal (kg <=),Overweight (kg >),Overweight (kg <),Obese
1,Girl 0-2 yrs,45,1.902,1.902,2.066,2.066,2.967,2.967,3.275,3.275
2,Girl 0-2 yrs,45.1,1.915,1.915,2.081,2.081,2.988,2.988,3.298,3.298
3,Girl 0-2 yrs,45.2,1.928,1.928,2.095,2.095,3.008,3.008,3.321,3.321
4,Girl 0-2 yrs,45.3,1.941,1.941,2.109,2.109,3.029,3.029,3.343,3.343
5,Girl 0-2 yrs,45.4,1.954,1.954,2.123,2.123,3.049,3.049,3.366,3.366
6,Girl 0-2 yrs,45.5,1.967,1.967,2.138,2.138,3.07,3.07,3.389,3.389
7,Girl 0-2 yrs,45.6,1.98,1.98,2.152,2.152,3.09,3.09,3.412,3.412
8,Girl 0-2 yrs,45.7,1.993,1.993,2.166,2.166,3.111,3.111,3.434,3.434
9,Girl 0-2 yrs,45.8,2.006,2.006,2.18,2.18,3.131,3.131,3.457,3.457
10,Girl 0-2 yrs,45.9,2.02,2.02,2.195,2.195,3.152,3.152,3.48,3.48
11,Girl 0-2 yrs,46,2.033,2.033,2.209,2.209,3.172,3.172,3.502,3.502
12,Girl 0-2 yrs,46.1,2.046,2.046,2.223,2.223,3.193,3.193,3.525,3.525
13,Girl 0-2 yrs,46.2,2.059,2.059,2.237,2.237,3.214,3.214,3.548,3.548
14,Girl 0-2 yrs,46.3,2.072,2.072,2.252,2.252,3.234,3.234,3.571,3.571
15,Girl 0-2 yrs,46.4,2.085,2.085,2.266,2.266,3.255,3.255,3.593,3.593
16,Girl 0-2 yrs,46.5,2.098,2.098,2.28,2.28,3.275,3.275,3.616,3.616
17,Girl 0-2 yrs,46.6,2.111,2.111,2.294,2.294,3.296,3.296,3.639,3.639
18,Girl 0-2 yrs,46.7,2.124,2.124,2.309,2.309,3.316,3.316,3.662,3.662
19,Girl 0-2 yrs,46.8,2.137,2.137,2.323,2.323,3.337,3.337,3.684,3.684
20,Girl 0-2 yrs,46.9,2.15,2.15,2.337,2.337,3.358,3.358,3.707,3.707
21,Girl 0-2 yrs,47,2.164,2.164,2.351,2.351,3.378,3.378,3.73,3.73
22,Girl 0-2 yrs,47.1,2.177,2.177,2.366,2.366,3.399,3.399,3.753,3.753
23,Girl 0-2 yrs,47.2,2.19,2.19,2.38,2.38,3.42,3.42,3.776,3.776
24,Girl 0-2 yrs,47.3,2.203,2.203,2.394,2.394,3.44,3.44,3.799,3.799
25,Girl 0-2 yrs,47.4,2.216,2.216,2.409,2.409,3.461,3.461,3.822,3.822
26,Girl 0-2 yrs,47.5,2.23,2.23,2.423,2.423,3.482,3.482,3.845,3.845
27,Girl 0-2 yrs,47.6,2.243,2.243,2.438,2.438,3.503,3.503,3.868,3.868
28,Girl 0-2 yrs,47.7,2.256,2.256,2.452,2.452,3.524,3.524,3.891,3.891
29,Girl 0-2 yrs,47.8,2.27,2.27,2.467,2.467,3.545,3.545,3.915,3.915
30,Girl 0-2 yrs,47.9,2.283,2.283,2.482,2.482,3.567,3.567,3.938,3.938
31,Girl 0-2 yrs,48.1,2.311,2.311,2.511,2.511,3.609,3.609,3.986,3.986
32,Girl 0-2 yrs,48.2,2.324,2.324,2.526,2.526,3.631,3.631,4.009,4.009
33,Girl 0-2 yrs,48.3,2.338,2.338,2.541,2.541,3.652,3.652,4.033,4.033
34,Girl 0-2 yrs,48.4,2.352,2.352,2.556,2.556,3.674,3.674,4.057,4.057
35,Girl 0-2 yrs,48.5,2.366,2.366,2.571,2.571,3.696,3.696,4.082,4.082
36,Girl 0-2 yrs,48.6,2.38,2.38,2.587,2.587,3.718,3.718,4.106,4.106
37,Girl 0-2 yrs,48.7,2.394,2.394,2.602,2.602,3.74,3.74,4.13,4.13
38,Girl 0-2 yrs,48.8,2.408,2.408,2.618,2.618,3.763,3.763,4.155,4.155
39,Girl 0-2 yrs,48.9,2.423,2.423,2.633,2.633,3.785,3.785,4.18,4.18
40,Girl 0-2 yrs,49,2.437,2.437,2.649,2.649,3.808,3.808,4.205,4.205
41,Girl 0-2 yrs,49.1,2.451,2.451,2.665,2.665,3.831,3.831,4.231,4.231
42,Girl 0-2 yrs,49.2,2.466,2.466,2.681,2.681,3.854,3.854,4.256,4.256
43,Girl 0-2 yrs,49.3,2.481,2.481,2.697,2.697,3.877,3.877,4.282,4.282
44,Girl 0-2 yrs,49.4,2.496,2.496,2.713,2.713,3.901,3.901,4.308,4.308
45,Girl 0-2 yrs,49.5,2.511,2.511,2.729,2.729,3.924,3.924,4.334,4.334
46,Girl 0-2 yrs,49.6,2.526,2.526,2.746,2.746,3.948,3.948,4.36,4.36
47,Girl 0-2 yrs,49.7,2.541,2.541,2.762,2.762,3.972,3.972,4.387,4.387
48,Girl 0-2 yrs,49.8,2.557,2.557,2.779,2.779,3.996,3.996,4.413,4.413
49,Girl 0-2 yrs,49.9,2.572,2.572,2.796,2.796,4.02,4.02,4.44,4.44
50,Girl 0-2 yrs,50,2.588,2.588,2.813,2.813,4.045,4.045,4.467,4.467
51,Girl 0-2 yrs,50.1,2.603,2.603,2.83,2.83,4.07,4.07,4.495,4.495
52,Girl 0-2 yrs,50.2,2.619,2.619,2.847,2.847,4.095,4.095,4.522,4.522
53,Girl 0-2 yrs,50.3,2.635,2.635,2.865,2.865,4.12,4.12,4.55,4.55
54,Girl 0-2 yrs,50.4,2.651,2.651,2.882,2.882,4.145,4.145,4.578,4.578
55,Girl 0-2 yrs,50.5,2.668,2.668,2.9,2.9,4.171,4.171,4.606,4.606
56,Girl 0-2 yrs,50.6,2.684,2.684,2.917,2.917,4.196,4.196,4.635,4.635
57,Girl 0-2 yrs,50.7,2.7,2.7,2.935,2.935,4.222,4.222,4.664,4.664
58,Girl 0-2 yrs,50.8,2.717,2.717,2.953,2.953,4.248,4.248,4.692,4.692
59,Girl 0-2 yrs,50.9,2.734,2.734,2.972,2.972,4.275,4.275,4.722,4.722
60,Girl 0-2 yrs,51,2.75,2.75,2.99,2.99,4.301,4.301,4.751,4.751
61,Girl 0-2 yrs,51.1,2.767,2.767,3.008,3.008,4.328,4.328,4.78,4.78
62,Girl 0-2 yrs,51.2,2.784,2.784,3.027,3.027,4.355,4.355,4.81,4.81
63,Girl 0-2 yrs,51.3,2.802,2.802,3.046,3.046,4.382,4.382,4.84,4.84
64,Girl 0-2 yrs,51.4,2.819,2.819,3.065,3.065,4.409,4.409,4.87,4.87
65,Girl 0-2 yrs,51.5,2.836,2.836,3.084,3.084,4.437,4.437,4.901,4.901
66,Girl 0-2 yrs,51.6,2.854,2.854,3.103,3.103,4.464,4.464,4.931,4.931
67,Girl 0-2 yrs,51.7,2.872,2.872,3.122,3.122,4.492,4.492,4.962,4.962
68,Girl 0-2 yrs,51.8,2.889,2.889,3.141,3.141,4.52,4.52,4.993,4.993
69,Girl 0-2 yrs,52,2.925,2.925,3.18,3.18,4.577,4.577,5.056,5.056
70,Girl 0-2 yrs,52.1,2.944,2.944,3.2,3.2,4.605,4.605,5.087,5.087
71,Girl 0-2 yrs,52.2,2.962,2.962,3.22,3.22,4.634,4.634,5.119,5.119
72,Girl 0-2 yrs,52.3,2.98,2.98,3.24,3.24,4.663,4.663,5.151,5.151
73,Girl 0-2 yrs,52.4,2.999,2.999,3.26,3.26,4.692,4.692,5.183,5.183
74,Girl 0-2 yrs,52.5,3.017,3.017,3.28,3.28,4.721,4.721,5.216,5.216
75,Girl 0-2 yrs,52.6,3.036,3.036,3.301,3.301,4.751,4.751,5.248,5.248
76,Girl 0-2 yrs,52.7,3.055,3.055,3.321,3.321,4.78,4.78,5.281,5.281
77,Girl 0-2 yrs,52.8,3.073,3.073,3.342,3.342,4.81,4.81,5.314,5.314
78,Girl 0-2 yrs,52.9,3.092,3.092,3.362,3.362,4.84,4.84,5.347,5.347
79,Girl 0-2 yrs,53,3.112,3.112,3.383,3.383,4.87,4.87,5.38,5.38
80,Girl 0-2 yrs,53.1,3.131,3.131,3.404,3.404,4.9,4.9,5.413,5.413
81,Girl 0-2 yrs,53.2,3.15,3.15,3.425,3.425,4.93,4.93,5.447,5.447
82,Girl 0-2 yrs,53.3,3.169,3.169,3.446,3.446,4.961,4.961,5.481,5.481
83,Girl 0-2 yrs,53.4,3.189,3.189,3.467,3.467,4.992,4.992,5.515,5.515
84,Girl 0-2 yrs,53.5,3.208,3.208,3.488,3.488,5.022,5.022,5.549,5.549
85,Girl 0-2 yrs,53.6,3.228,3.228,3.51,3.51,5.053,5.053,5.583,5.583
86,Girl 0-2 yrs,53.7,3.248,3.248,3.531,3.531,5.084,5.084,5.617,5.617
87,Girl 0-2 yrs,53.8,3.267,3.267,3.553,3.553,5.115,5.115,5.652,5.652
88,Girl 0-2 yrs,53.9,3.287,3.287,3.574,3.574,5.147,5.147,5.686,5.686
89,Girl 0-2 yrs,54,3.307,3.307,3.596,3.596,5.178,5.178,5.721,5.721
90,Girl 0-2 yrs,54.1,3.327,3.327,3.617,3.617,5.209,5.209,5.756,5.756
91,Girl 0-2 yrs,54.2,3.347,3.347,3.639,3.639,5.241,5.241,5.791,5.791
92,Girl 0-2 yrs,54.3,3.367,3.367,3.661,3.661,5.272,5.272,5.826,5.826
93,Girl 0-2 yrs,54.4,3.387,3.387,3.683,3.683,5.304,5.304,5.861,5.861
94,Girl 0-2 yrs,54.5,3.407,3.407,3.705,3.705,5.336,5.336,5.896,5.896
95,Girl 0-2 yrs,54.6,3.427,3.427,3.727,3.727,5.368,5.368,5.931,5.931
96,Girl 0-2 yrs,54.7,3.447,3.447,3.749,3.749,5.4,5.4,5.966,5.966
97,Girl 0-2 yrs,54.8,3.468,3.468,3.771,3.771,5.432,5.432,6.002,6.002
98,Girl 0-2 yrs,54.9,3.488,3.488,3.793,3.793,5.464,5.464,6.037,6.037
99,Girl 0-2 yrs,55,3.508,3.508,3.815,3.815,5.496,5.496,6.073,6.073
100,Girl 0-2 yrs,55.1,3.529,3.529,3.837,3.837,5.528,5.528,6.108,6.108
101,Girl 0-2 yrs,55.2,3.549,3.549,3.859,3.859,5.56,5.56,6.144,6.144
102,Girl 0-2 yrs,55.3,3.57,3.57,3.882,3.882,5.592,5.592,6.18,6.18
103,Girl 0-2 yrs,55.4,3.59,3.59,3.904,3.904,5.624,5.624,6.215,6.215
104,Girl 0-2 yrs,55.5,3.611,3.611,3.926,3.926,5.657,5.657,6.251,6.251
105,Girl 0-2 yrs,55.6,3.631,3.631,3.949,3.949,5.689,5.689,6.287,6.287
106,Girl 0-2 yrs,55.7,3.652,3.652,3.971,3.971,5.721,5.721,6.323,6.323
107,Girl 0-2 yrs,55.9,3.693,3.693,4.016,4.016,5.786,5.786,6.394,6.394
108,Girl 0-2 yrs,56,3.713,3.713,4.038,4.038,5.818,5.818,6.43,6.43
109,Girl 0-2 yrs,56.1,3.734,3.734,4.06,4.06,5.851,5.851,6.466,6.466
110,Girl 0-2 yrs,56.2,3.754,3.754,4.083,4.083,5.883,5.883,6.502,6.502
111,Girl 0-2 yrs,56.3,3.775,3.775,4.105,4.105,5.916,5.916,6.537,6.537
112,Girl 0-2 yrs,56.4,3.795,3.795,4.127,4.127,5.948,5.948,6.573,6.573
113,Girl 0-2 yrs,56.5,3.816,3.816,4.15,4.15,5.98,5.98,6.609,6.609
114,Girl 0-2 yrs,56.6,3.836,3.836,4.172,4.172,6.013,6.013,6.645,6.645
115,Girl 0-2 yrs,56.7,3.857,3.857,4.194,4.194,6.045,6.045,6.681,6.681
116,Girl 0-2 yrs,56.8,3.878,3.878,4.217,4.217,6.078,6.078,6.717,6.717
117,Girl 0-2 yrs,56.9,3.898,3.898,4.239,4.239,6.11,6.11,6.753,6.753
118,Girl 0-2 yrs,57,3.919,3.919,4.262,4.262,6.143,6.143,6.789,6.789
119,Girl 0-2 yrs,57.1,3.939,3.939,4.284,4.284,6.175,6.175,6.824,6.824
120,Girl 0-2 yrs,57.2,3.96,3.96,4.306,4.306,6.207,6.207,6.86,6.86
121,Girl 0-2 yrs,57.3,3.98,3.98,4.329,4.329,6.24,6.24,6.896,6.896
122,Girl 0-2 yrs,57.4,4.001,4.001,4.351,4.351,6.272,6.272,6.932,6.932
123,Girl 0-2 yrs,57.5,4.021,4.021,4.373,4.373,6.304,6.304,6.968,6.968
124,Girl 0-2 yrs,57.6,4.042,4.042,4.396,4.396,6.337,6.337,7.003,7.003
125,Girl 0-2 yrs,57.7,4.062,4.062,4.418,4.418,6.369,6.369,7.039,7.039
126,Girl 0-2 yrs,57.8,4.083,4.083,4.44,4.44,6.401,6.401,7.075,7.075
127,Girl 0-2 yrs,57.9,4.103,4.103,4.463,4.463,6.434,6.434,7.111,7.111
128,Girl 0-2 yrs,58,4.124,4.124,4.485,4.485,6.466,6.466,7.146,7.146
129,Girl 0-2 yrs,58.1,4.144,4.144,4.507,4.507,6.498,6.498,7.182,7.182
130,Girl 0-2 yrs,58.2,4.165,4.165,4.529,4.529,6.53,6.53,7.218,7.218
131,Girl 0-2 yrs,58.3,4.185,4.185,4.552,4.552,6.562,6.562,7.253,7.253
132,Girl 0-2 yrs,58.4,4.205,4.205,4.574,4.574,6.594,6.594,7.289,7.289
133,Girl 0-2 yrs,58.5,4.226,4.226,4.596,4.596,6.626,6.626,7.324,7.324
134,Girl 0-2 yrs,58.6,4.246,4.246,4.618,4.618,6.659,6.659,7.36,7.36
135,Girl 0-2 yrs,58.7,4.266,4.266,4.64,4.64,6.69,6.69,7.395,7.395
136,Girl 0-2 yrs,58.8,4.287,4.287,4.662,4.662,6.722,6.722,7.43,7.43
137,Girl 0-2 yrs,58.9,4.307,4.307,4.684,4.684,6.754,6.754,7.465,7.465
138,Girl 0-2 yrs,59,4.327,4.327,4.706,4.706,6.786,6.786,7.5,7.5
139,Girl 0-2 yrs,59.1,4.347,4.347,4.728,4.728,6.818,6.818,7.535,7.535
140,Girl 0-2 yrs,59.2,4.367,4.367,4.75,4.75,6.849,6.849,7.571,7.571
141,Girl 0-2 yrs,59.3,4.387,4.387,4.772,4.772,6.881,6.881,7.605,7.605
142,Girl 0-2 yrs,59.4,4.407,4.407,4.794,4.794,6.912,6.912,7.64,7.64
143,Girl 0-2 yrs,59.5,4.427,4.427,4.815,4.815,6.944,6.944,7.675,7.675
144,Girl 0-2 yrs,59.6,4.447,4.447,4.837,4.837,6.975,6.975,7.71,7.71
145,Girl 0-2 yrs,59.8,4.487,4.487,4.88,4.88,7.037,7.037,7.779,7.779
146,Girl 0-2 yrs,59.9,4.507,4.507,4.902,4.902,7.068,7.068,7.813,7.813
147,Girl 0-2 yrs,60,4.527,4.527,4.923,4.923,7.099,7.099,7.847,7.847
148,Girl 0-2 yrs,60.1,4.546,4.546,4.945,4.945,7.13,7.13,7.881,7.881
149,Girl 0-2 yrs,60.2,4.566,4.566,4.966,4.966,7.161,7.161,7.915,7.915
150,Girl 0-2 yrs,60.3,4.585,4.585,4.987,4.987,7.192,7.192,7.95,7.95
151,Girl 0-2 yrs,60.4,4.605,4.605,5.009,5.009,7.223,7.223,7.983,7.983
152,Girl 0-2 yrs,60.5,4.624,4.624,5.03,5.03,7.253,7.253,8.017,8.017
153,Girl 0-2 yrs,60.6,4.644,4.644,5.051,5.051,7.284,7.284,8.051,8.051
154,Girl 0-2 yrs,60.7,4.663,4.663,5.072,5.072,7.314,7.314,8.085,8.085
155,Girl 0-2 yrs,60.8,4.683,4.683,5.093,5.093,7.344,7.344,8.118,8.118
156,Girl 0-2 yrs,60.9,4.702,4.702,5.114,5.114,7.375,7.375,8.152,8.152
157,Girl 0-2 yrs,61,4.721,4.721,5.135,5.135,7.405,7.405,8.185,8.185
158,Girl 0-2 yrs,61.1,4.74,4.74,5.156,5.156,7.435,7.435,8.218,8.218
159,Girl 0-2 yrs,61.2,4.76,4.76,5.177,5.177,7.465,7.465,8.251,8.251
160,Girl 0-2 yrs,61.3,4.779,4.779,5.198,5.198,7.495,7.495,8.285,8.285
161,Girl 0-2 yrs,61.4,4.798,4.798,5.218,5.218,7.525,7.525,8.318,8.318
162,Girl 0-2 yrs,61.5,4.817,4.817,5.239,5.239,7.555,7.555,8.351,8.351
163,Girl 0-2 yrs,61.6,4.836,4.836,5.26,5.26,7.585,7.585,8.384,8.384
164,Girl 0-2 yrs,61.7,4.855,4.855,5.28,5.28,7.614,7.614,8.416,8.416
165,Girl 0-2 yrs,61.8,4.874,4.874,5.301,5.301,7.644,7.644,8.449,8.449
166,Girl 0-2 yrs,61.9,4.893,4.893,5.322,5.322,7.673,7.673,8.482,8.482
167,Girl 0-2 yrs,62,4.912,4.912,5.342,5.342,7.703,7.703,8.514,8.514
168,Girl 0-2 yrs,62.1,4.93,4.93,5.362,5.362,7.732,7.732,8.547,8.547
169,Girl 0-2 yrs,62.2,4.949,4.949,5.383,5.383,7.762,7.762,8.579,8.579
170,Girl 0-2 yrs,62.3,4.968,4.968,5.403,5.403,7.791,7.791,8.611,8.611
171,Girl 0-2 yrs,62.4,4.987,4.987,5.423,5.423,7.82,7.82,8.643,8.643
172,Girl 0-2 yrs,62.5,5.005,5.005,5.444,5.444,7.849,7.849,8.675,8.675
173,Girl 0-2 yrs,62.6,5.024,5.024,5.464,5.464,7.878,7.878,8.707,8.707
174,Girl 0-2 yrs,62.7,5.042,5.042,5.484,5.484,7.907,7.907,8.739,8.739
175,Girl 0-2 yrs,62.8,5.061,5.061,5.504,5.504,7.936,7.936,8.771,8.771
176,Girl 0-2 yrs,62.9,5.079,5.079,5.524,5.524,7.964,7.964,8.803,8.803
177,Girl 0-2 yrs,63,5.098,5.098,5.544,5.544,7.993,7.993,8.834,8.834
178,Girl 0-2 yrs,63.1,5.116,5.116,5.564,5.564,8.022,8.022,8.866,8.866
179,Girl 0-2 yrs,63.2,5.134,5.134,5.584,5.584,8.05,8.05,8.898,8.898
180,Girl 0-2 yrs,63.3,5.153,5.153,5.604,5.604,8.079,8.079,8.929,8.929
181,Girl 0-2 yrs,63.4,5.171,5.171,5.624,5.624,8.107,8.107,8.96,8.96
182,Girl 0-2 yrs,63.5,5.189,5.189,5.644,5.644,8.136,8.136,8.992,8.992
183,Girl 0-2 yrs,63.7,5.225,5.225,5.683,5.683,8.192,8.192,9.054,9.054
184,Girl 0-2 yrs,63.8,5.244,5.244,5.703,5.703,8.221,8.221,9.085,9.085
185,Girl 0-2 yrs,63.9,5.262,5.262,5.722,5.722,8.249,8.249,9.117,9.117
186,Girl 0-2 yrs,64,5.28,5.28,5.742,5.742,8.277,8.277,9.148,9.148
187,Girl 0-2 yrs,64.1,5.298,5.298,5.762,5.762,8.305,8.305,9.178,9.178
188,Girl 0-2 yrs,64.2,5.316,5.316,5.781,5.781,8.333,8.333,9.21,9.21
189,Girl 0-2 yrs,64.3,5.334,5.334,5.801,5.801,8.361,8.361,9.24,9.24
190,Girl 0-2 yrs,64.4,5.352,5.352,5.82,5.82,8.389,8.389,9.271,9.271
191,Girl 0-2 yrs,64.5,5.37,5.37,5.84,5.84,8.417,8.417,9.302,9.302
192,Girl 0-2 yrs,64.6,5.388,5.388,5.859,5.859,8.444,8.444,9.332,9.332
193,Girl 0-2 yrs,64.7,5.406,5.406,5.879,5.879,8.472,8.472,9.363,9.363
194,Girl 0-2 yrs,64.8,5.424,5.424,5.898,5.898,8.5,8.5,9.393,9.393
195,Girl 0-2 yrs,64.9,5.441,5.441,5.917,5.917,8.527,8.527,9.424,9.424
196,Girl 0-2 yrs,65,5.459,5.459,5.937,5.937,8.555,8.555,9.454,9.454
197,Girl 0-2 yrs,65.1,5.477,5.477,5.956,5.956,8.582,8.582,9.484,9.484
198,Girl 0-2 yrs,65.2,5.495,5.495,5.975,5.975,8.61,8.61,9.514,9.514
199,Girl 0-2 yrs,65.3,5.512,5.512,5.994,5.994,8.637,8.637,9.545,9.545
200,Girl 0-2 yrs,65.4,5.53,5.53,6.014,6.014,8.665,8.665,9.575,9.575
201,Girl 0-2 yrs,65.5,5.547,5.547,6.033,6.033,8.692,8.692,9.605,9.605
202,Girl 0-2 yrs,65.6,5.565,5.565,6.052,6.052,8.719,8.719,9.635,9.635
203,Girl 0-2 yrs,65.7,5.583,5.583,6.071,6.071,8.746,8.746,9.664,9.664
204,Girl 0-2 yrs,65.8,5.6,5.6,6.09,6.09,8.773,8.773,9.694,9.694
205,Girl 0-2 yrs,65.9,5.618,5.618,6.109,6.109,8.8,8.8,9.724,9.724
206,Girl 0-2 yrs,66,5.635,5.635,6.128,6.128,8.827,8.827,9.753,9.753
207,Girl 0-2 yrs,66.1,5.652,5.652,6.146,6.146,8.854,8.854,9.783,9.783
208,Girl 0-2 yrs,66.2,5.67,5.67,6.165,6.165,8.881,8.881,9.813,9.813
209,Girl 0-2 yrs,66.3,5.687,5.687,6.184,6.184,8.907,8.907,9.842,9.842
210,Girl 0-2 yrs,66.4,5.704,5.704,6.203,6.203,8.934,8.934,9.871,9.871
211,Girl 0-2 yrs,66.5,5.721,5.721,6.221,6.221,8.96,8.96,9.901,9.901
212,Girl 0-2 yrs,66.6,5.739,5.739,6.24,6.24,8.987,8.987,9.93,9.93
213,Girl 0-2 yrs,66.7,5.756,5.756,6.259,6.259,9.013,9.013,9.959,9.959
214,Girl 0-2 yrs,66.8,5.773,5.773,6.277,6.277,9.04,9.04,9.988,9.988
215,Girl 0-2 yrs,66.9,5.79,5.79,6.296,6.296,9.066,9.066,10.017,10.017
216,Girl 0-2 yrs,67,5.807,5.807,6.314,6.314,9.092,9.092,10.046,10.046
217,Girl 0-2 yrs,67.1,5.824,5.824,6.333,6.333,9.118,9.118,10.074,10.074
218,Girl 0-2 yrs,67.2,5.841,5.841,6.351,6.351,9.144,9.144,10.103,10.103
219,Girl 0-2 yrs,67.3,5.858,5.858,6.369,6.369,9.171,9.171,10.132,10.132
220,Girl 0-2 yrs,67.4,5.875,5.875,6.388,6.388,9.196,9.196,10.16,10.16
221,Girl 0-2 yrs,67.6,5.908,5.908,6.424,6.424,9.248,9.248,10.217,10.217
222,Girl 0-2 yrs,67.7,5.925,5.925,6.442,6.442,9.274,9.274,10.246,10.246
223,Girl 0-2 yrs,67.8,5.942,5.942,6.46,6.46,9.3,9.3,10.274,10.274
224,Girl 0-2 yrs,67.9,5.959,5.959,6.479,6.479,9.325,9.325,10.302,10.302
225,Girl 0-2 yrs,68,5.975,5.975,6.497,6.497,9.351,9.351,10.33,10.33
226,Girl 0-2 yrs,68.1,5.992,5.992,6.515,6.515,9.376,9.376,10.358,10.358
227,Girl 0-2 yrs,68.2,6.009,6.009,6.533,6.533,9.402,9.402,10.386,10.386
228,Girl 0-2 yrs,68.3,6.025,6.025,6.55,6.55,9.427,9.427,10.414,10.414
229,Girl 0-2 yrs,68.4,6.042,6.042,6.568,6.568,9.453,9.453,10.442,10.442
230,Girl 0-2 yrs,68.5,6.058,6.058,6.586,6.586,9.478,9.478,10.47,10.47
231,Girl 0-2 yrs,68.6,6.075,6.075,6.604,6.604,9.503,9.503,10.498,10.498
232,Girl 0-2 yrs,68.7,6.091,6.091,6.622,6.622,9.528,9.528,10.525,10.525
233,Girl 0-2 yrs,68.8,6.107,6.107,6.64,6.64,9.553,9.553,10.553,10.553
234,Girl 0-2 yrs,68.9,6.124,6.124,6.657,6.657,9.578,9.578,10.58,10.58
235,Girl 0-2 yrs,69,6.14,6.14,6.675,6.675,9.603,9.603,10.608,10.608
236,Girl 0-2 yrs,69.1,6.156,6.156,6.693,6.693,9.628,9.628,10.635,10.635
237,Girl 0-2 yrs,69.3,6.189,6.189,6.728,6.728,9.678,9.678,10.69,10.69
238,Girl 0-2 yrs,69.4,6.205,6.205,6.745,6.745,9.703,9.703,10.717,10.717
239,Girl 0-2 yrs,69.5,6.221,6.221,6.763,6.763,9.728,9.728,10.745,10.745
240,Girl 0-2 yrs,69.6,6.238,6.238,6.781,6.781,9.753,9.753,10.771,10.771
241,Girl 0-2 yrs,69.7,6.254,6.254,6.798,6.798,9.777,9.777,10.798,10.798
242,Girl 0-2 yrs,69.8,6.27,6.27,6.815,6.815,9.802,9.802,10.826,10.826
243,Girl 0-2 yrs,69.9,6.286,6.286,6.833,6.833,9.826,9.826,10.853,10.853
244,Girl 0-2 yrs,70,6.302,6.302,6.85,6.85,9.851,9.851,10.88,10.88
245,Girl 0-2 yrs,70.1,6.318,6.318,6.868,6.868,9.876,9.876,10.907,10.907
246,Girl 0-2 yrs,70.2,6.334,6.334,6.885,6.885,9.9,9.9,10.933,10.933
247,Girl 0-2 yrs,70.3,6.35,6.35,6.902,6.902,9.924,9.924,10.96,10.96
248,Girl 0-2 yrs,70.4,6.366,6.366,6.919,6.919,9.949,9.949,10.987,10.987
249,Girl 0-2 yrs,70.5,6.382,6.382,6.937,6.937,9.973,9.973,11.014,11.014
250,Girl 0-2 yrs,70.6,6.398,6.398,6.954,6.954,9.997,9.997,11.04,11.04
251,Girl 0-2 yrs,70.7,6.414,6.414,6.971,6.971,10.021,10.021,11.067,11.067
252,Girl 0-2 yrs,70.8,6.429,6.429,6.988,6.988,10.046,10.046,11.093,11.093
253,Girl 0-2 yrs,70.9,6.445,6.445,7.006,7.006,10.07,10.07,11.12,11.12
