,Completed,Height,SAM,MAM (kg >),MAM (kg <=),Normal (kg >),Normal (kg <=),Overweight (kg >),Overweight (kg <),Obese
254,Girl 0-2 yrs,71,6.461,6.461,7.023,7.023,10.094,10.094,11.147,11.147
255,Girl 0-2 yrs,71.1,6.477,6.477,7.04,7.04,10.118,10.118,11.173,11.173
256,Girl 0-2 yrs,71.2,6.493,6.493,7.057,7.057,10.142,10.142,11.199,11.199
257,Girl 0-2 yrs,71.3,6.509,6.509,7.074,7.074,10.167,10.167,11.226,11.226
258,Girl 0-2 yrs,71.4,6.524,6.524,7.091,7.091,10.191,10.191,11.252,11.252
259,Girl 0-2 yrs,71.5,6.54,6.54,7.108,7.108,10.215,10.215,11.279,11.279
260,Girl 0-2 yrs,71.6,6.556,6.556,7.125,7.125,10.239,10.239,11.305,11.305
261,Girl 0-2 yrs,71.7,6.572,6.572,7.142,7.142,10.263,10.263,11.331,11.331
262,Girl 0-2 yrs,71.8,6.587,6.587,7.159,7.159,10.286,10.286,11.358,11.358
263,Girl 0-2 yrs,71.9,6.603,6.603,7.176,7.176,10.311,10.311,11.384,11.384
264,Girl 0-2 yrs,72,6.619,6.619,7.193,7.193,10.334,10.334,11.41,11.41
265,Girl 0-2 yrs,72.1,6.635,6.635,7.21,7.21,10.358,10.358,11.436,11.436
266,Girl 0-2 yrs,72.2,6.65,6.65,7.227,7.227,10.382,10.382,11.462,11.462
267,Girl 0-2 yrs,72.3,6.666,6.666,7.244,7.244,10.406,10.406,11.488,11.488
268,Girl 0-2 yrs,72.4,6.681,6.681,7.261,7.261,10.429,10.429,11.514,11.514
269,Girl 0-2 yrs,72.5,6.697,6.697,7.278,7.278,10.453,10.453,11.54,11.54
270,Girl 0-2 yrs,72.6,6.712,6.712,7.294,7.294,10.477,10.477,11.566,11.566
271,Girl 0-2 yrs,72.7,6.728,6.728,7.311,7.311,10.5,10.5,11.592,11.592
272,Girl 0-2 yrs,72.8,6.743,6.743,7.328,7.328,10.524,10.524,11.618,11.618
273,Girl 0-2 yrs,72.9,6.759,6.759,7.345,7.345,10.547,10.547,11.643,11.643
274,Girl 0-2 yrs,73,6.774,6.774,7.361,7.361,10.571,10.571,11.669,11.669
275,Girl 0-2 yrs,73.2,6.805,6.805,7.395,7.395,10.617,10.617,11.72,11.72
276,Girl 0-2 yrs,73.3,6.82,6.82,7.411,7.411,10.64,10.64,11.746,11.746
277,Girl 0-2 yrs,73.4,6.836,6.836,7.428,7.428,10.664,10.664,11.771,11.771
278,Girl 0-2 yrs,73.5,6.851,6.851,7.444,7.444,10.687,10.687,11.797,11.797
279,Girl 0-2 yrs,73.6,6.866,6.866,7.461,7.461,10.71,10.71,11.822,11.822
280,Girl 0-2 yrs,73.7,6.881,6.881,7.477,7.477,10.733,10.733,11.847,11.847
281,Girl 0-2 yrs,73.8,6.896,6.896,7.493,7.493,10.756,10.756,11.872,11.872
282,Girl 0-2 yrs,73.9,6.911,6.911,7.51,7.51,10.779,10.779,11.898,11.898
283,Girl 0-2 yrs,74,6.927,6.927,7.526,7.526,10.801,10.801,11.922,11.922
284,Girl 0-2 yrs,74.1,6.942,6.942,7.542,7.542,10.824,10.824,11.947,11.947
285,Girl 0-2 yrs,74.2,6.957,6.957,7.559,7.559,10.847,10.847,11.972,11.972
286,Girl 0-2 yrs,74.3,6.972,6.972,7.575,7.575,10.869,10.869,11.997,11.997
287,Girl 0-2 yrs,74.4,6.986,6.986,7.591,7.591,10.892,10.892,12.022,12.022
288,Girl 0-2 yrs,74.5,7.001,7.001,7.607,7.607,10.915,10.915,12.046,12.046
289,Girl 0-2 yrs,74.6,7.016,7.016,7.623,7.623,10.937,10.937,12.071,12.071
290,Girl 0-2 yrs,74.7,7.031,7.031,7.639,7.639,10.959,10.959,12.095,12.095
291,Girl 0-2 yrs,74.8,7.046,7.046,7.655,7.655,10.982,10.982,12.12,12.12
292,Girl 0-2 yrs,74.9,7.06,7.06,7.671,7.671,11.004,11.004,12.144,12.144
293,Girl 0-2 yrs,75,7.075,7.075,7.687,7.687,11.026,11.026,12.168,12.168
294,Girl 0-2 yrs,75.1,7.09,7.09,7.702,7.702,11.048,11.048,12.193,12.193
295,Girl 0-2 yrs,75.2,7.104,7.104,7.718,7.718,11.07,11.07,12.217,12.217
296,Girl 0-2 yrs,75.3,7.119,7.119,7.734,7.734,11.092,11.092,12.241,12.241
297,Girl 0-2 yrs,75.4,7.134,7.134,7.75,7.75,11.114,11.114,12.265,12.265
298,Girl 0-2 yrs,75.5,7.148,7.148,7.766,7.766,11.136,11.136,12.289,12.289
299,Girl 0-2 yrs,75.6,7.163,7.163,7.781,7.781,11.158,11.158,12.313,12.313
300,Girl 0-2 yrs,75.7,7.177,7.177,7.797,7.797,11.18,11.18,12.337,12.337
301,Girl 0-2 yrs,75.8,7.192,7.192,7.812,7.812,11.202,11.202,12.361,12.361
302,Girl 0-2 yrs,75.9,7.206,7.206,7.828,7.828,11.224,11.224,12.385,12.385
303,Girl 0-2 yrs,76,7.221,7.221,7.844,7.844,11.246,11.246,12.408,12.408
304,Girl 0-2 yrs,76.1,7.235,7.235,7.859,7.859,11.267,11.267,12.432,12.432
305,Girl 0-2 yrs,76.2,7.249,7.249,7.875,7.875,11.289,11.289,12.456,12.456
306,Girl 0-2 yrs,76.3,7.264,7.264,7.89,7.89,11.311,11.311,12.48,12.48
307,Girl 0-2 yrs,76.4,7.278,7.278,7.906,7.906,11.333,11.333,12.504,12.504
308,Girl 0-2 yrs,76.5,7.293,7.293,7.922,7.922,11.354,11.354,12.527,12.527
309,Girl 0-2 yrs,76.6,7.307,7.307,7.937,7.937,11.376,11.376,12.551,12.551
310,Girl 0-2 yrs,76.7,7.321,7.321,7.953,7.953,11.398,11.398,12.575,12.575
311,Girl 0-2 yrs,76.8,7.336,7.336,7.968,7.968,11.419,11.419,12.598,12.598
312,Girl 0-2 yrs,76.9,7.35,7.35,7.984,7.984,11.441,11.441,12.622,12.622
313,Girl 0-2 yrs,77.1,7.379,7.379,8.015,8.015,11.484,11.484,12.67,12.67
314,Girl 0-2 yrs,77.2,7.394,7.394,8.031,8.031,11.506,11.506,12.694,12.694
315,Girl 0-2 yrs,77.3,7.408,7.408,8.046,8.046,11.528,11.528,12.718,12.718
316,Girl 0-2 yrs,77.4,7.423,7.423,8.062,8.062,11.55,11.55,12.741,12.741
317,Girl 0-2 yrs,77.5,7.437,7.437,8.078,8.078,11.572,11.572,12.765,12.765
318,Girl 0-2 yrs,77.6,7.452,7.452,8.094,8.094,11.594,11.594,12.79,12.79
319,Girl 0-2 yrs,77.7,7.466,7.466,8.109,8.109,11.616,11.616,12.813,12.813
320,Girl 0-2 yrs,77.8,7.481,7.481,8.125,8.125,11.638,11.638,12.838,12.838
321,Girl 0-2 yrs,77.9,7.496,7.496,8.141,8.141,11.66,11.66,12.861,12.861
322,Girl 0-2 yrs,78,7.511,7.511,8.157,8.157,11.682,11.682,12.886,12.886
323,Girl 0-2 yrs,78.1,7.525,7.525,8.173,8.173,11.704,11.704,12.91,12.91
324,Girl 0-2 yrs,78.2,7.54,7.54,8.189,8.189,11.727,11.727,12.935,12.935
325,Girl 0-2 yrs,78.3,7.555,7.555,8.205,8.205,11.749,11.749,12.959,12.959
326,Girl 0-2 yrs,78.4,7.57,7.57,8.221,8.221,11.771,11.771,12.984,12.984
327,Girl 0-2 yrs,78.5,7.585,7.585,8.237,8.237,11.794,11.794,13.008,13.008
328,Girl 0-2 yrs,78.6,7.6,7.6,8.253,8.253,11.816,11.816,13.033,13.033
329,Girl 0-2 yrs,78.7,7.615,7.615,8.27,8.27,11.839,11.839,13.058,13.058
330,Girl 0-2 yrs,78.8,7.63,7.63,8.286,8.286,11.862,11.862,13.083,13.083
331,Girl 0-2 yrs,78.9,7.645,7.645,8.302,8.302,11.884,11.884,13.107,13.107
332,Girl 0-2 yrs,79,7.66,7.66,8.319,8.319,11.907,11.907,13.132,13.132
333,Girl 0-2 yrs,79.1,7.676,7.676,8.335,8.335,11.93,11.93,13.158,13.158
334,Girl 0-2 yrs,79.2,7.691,7.691,8.352,8.352,11.954,11.954,13.183,13.183
335,Girl 0-2 yrs,79.3,7.706,7.706,8.368,8.368,11.977,11.977,13.208,13.208
336,Girl 0-2 yrs,79.4,7.722,7.722,8.385,8.385,12,12,13.234,13.234
337,Girl 0-2 yrs,79.5,7.737,7.737,8.402,8.402,12.023,12.023,13.26,13.26
338,Girl 0-2 yrs,79.6,7.753,7.753,8.419,8.419,12.047,12.047,13.285,13.285
339,Girl 0-2 yrs,79.7,7.769,7.769,8.436,8.436,12.07,12.07,13.311,13.311
340,Girl 0-2 yrs,79.8,7.784,7.784,8.453,8.453,12.094,12.094,13.337,13.337
341,Girl 0-2 yrs,79.9,7.8,7.8,8.47,8.47,12.118,12.118,13.363,13.363
342,Girl 0-2 yrs,80,7.816,7.816,8.487,8.487,12.142,12.142,13.389,13.389
343,Girl 0-2 yrs,80.1,7.832,7.832,8.504,8.504,12.166,12.166,13.416,13.416
344,Girl 0-2 yrs,80.2,7.848,7.848,8.522,8.522,12.19,12.19,13.442,13.442
345,Girl 0-2 yrs,80.3,7.864,7.864,8.539,8.539,12.215,12.215,13.469,13.469
346,Girl 0-2 yrs,80.4,7.88,7.88,8.556,8.556,12.239,12.239,13.496,13.496
347,Girl 0-2 yrs,80.5,7.897,7.897,8.574,8.574,12.264,12.264,13.523,13.523
348,Girl 0-2 yrs,80.6,7.913,7.913,8.592,8.592,12.289,12.289,13.55,13.55
349,Girl 0-2 yrs,80.7,7.929,7.929,8.609,8.609,12.313,12.313,13.577,13.577
350,Girl 0-2 yrs,80.8,7.946,7.946,8.627,8.627,12.338,12.338,13.604,13.604
351,Girl 0-2 yrs,81,7.979,7.979,8.663,8.663,12.388,12.388,13.659,13.659
352,Girl 0-2 yrs,81.1,7.996,7.996,8.681,8.681,12.414,12.414,13.687,13.687
353,Girl 0-2 yrs,81.2,8.013,8.013,8.7,8.7,12.439,12.439,13.715,13.715
354,Girl 0-2 yrs,81.3,8.03,8.03,8.718,8.718,12.465,12.465,13.743,13.743
355,Girl 0-2 yrs,81.4,8.047,8.047,8.736,8.736,12.491,12.491,13.771,13.771
356,Girl 0-2 yrs,81.5,8.064,8.064,8.755,8.755,12.517,12.517,13.8,13.8
357,Girl 0-2 yrs,81.6,8.081,8.081,8.773,8.773,12.542,12.542,13.828,13.828
358,Girl 0-2 yrs,81.7,8.098,8.098,8.792,8.792,12.569,12.569,13.857,13.857
359,Girl 0-2 yrs,81.8,8.115,8.115,8.81,8.81,12.595,12.595,13.885,13.885
360,Girl 0-2 yrs,81.9,8.133,8.133,8.829,8.829,12.621,12.621,13.914,13.914
361,Girl 0-2 yrs,82,8.15,8.15,8.848,8.848,12.647,12.647,13.943,13.943
362,Girl 0-2 yrs,82.1,8.167,8.167,8.867,8.867,12.674,12.674,13.972,13.972
363,Girl 0-2 yrs,82.2,8.185,8.185,8.886,8.886,12.701,12.701,14.001,14.001
364,Girl 0-2 yrs,82.3,8.203,8.203,8.905,8.905,12.727,12.727,14.031,14.031
365,Girl 0-2 yrs,82.4,8.22,8.22,8.924,8.924,12.755,12.755,14.061,14.061
366,Girl 0-2 yrs,82.5,8.238,8.238,8.943,8.943,12.781,12.781,14.09,14.09
367,Girl 0-2 yrs,82.6,8.256,8.256,8.962,8.962,12.809,12.809,14.12,14.12
368,Girl 0-2 yrs,82.7,8.274,8.274,8.982,8.982,12.836,12.836,14.15,14.15
369,Girl 0-2 yrs,82.8,8.292,8.292,9.001,9.001,12.863,12.863,14.18,14.18
370,Girl 0-2 yrs,82.9,8.31,8.31,9.021,9.021,12.89,12.89,14.21,14.21
371,Girl 0-2 yrs,83,8.328,8.328,9.04,9.04,12.918,12.918,14.24,14.24
372,Girl 0-2 yrs,83.1,8.346,8.346,9.06,9.06,12.946,12.946,14.27,14.27
373,Girl 0-2 yrs,83.2,8.364,8.364,9.08,9.08,12.974,12.974,14.301,14.301
374,Girl 0-2 yrs,83.3,8.383,8.383,9.1,9.1,13.001,13.001,14.331,14.331
375,Girl 0-2 yrs,83.4,8.401,8.401,9.119,9.119,13.03,13.03,14.363,14.363
376,Girl 0-2 yrs,83.5,8.419,8.419,9.139,9.139,13.058,13.058,14.393,14.393
377,Girl 0-2 yrs,83.6,8.438,8.438,9.159,9.159,13.086,13.086,14.424,14.424
378,Girl 0-2 yrs,83.7,8.456,8.456,9.179,9.179,13.114,13.114,14.455,14.455
379,Girl 0-2 yrs,83.8,8.475,8.475,9.199,9.199,13.143,13.143,14.486,14.486
380,Girl 0-2 yrs,83.9,8.493,8.493,9.22,9.22,13.171,13.171,14.518,14.518
381,Girl 0-2 yrs,84,8.512,8.512,9.24,9.24,13.2,13.2,14.549,14.549
382,Girl 0-2 yrs,84.1,8.531,8.531,9.26,9.26,13.228,13.228,14.581,14.581
383,Girl 0-2 yrs,84.2,8.55,8.55,9.281,9.281,13.257,13.257,14.613,14.613
384,Girl 0-2 yrs,84.3,8.569,8.569,9.301,9.301,13.286,13.286,14.644,14.644
385,Girl 0-2 yrs,84.4,8.587,8.587,9.321,9.321,13.315,13.315,14.676,14.676
386,Girl 0-2 yrs,84.5,8.606,8.606,9.342,9.342,13.344,13.344,14.708,14.708
387,Girl 0-2 yrs,84.6,8.625,8.625,9.363,9.363,13.373,13.373,14.74,14.74
388,Girl 0-2 yrs,84.7,8.644,8.644,9.383,9.383,13.402,13.402,14.772,14.772
389,Girl 0-2 yrs,84.9,8.682,8.682,9.425,9.425,13.461,13.461,14.837,14.837
390,Girl 0-2 yrs,85,8.702,8.702,9.445,9.445,13.491,13.491,14.869,14.869
391,Girl 0-2 yrs,85.1,8.721,8.721,9.466,9.466,13.52,13.52,14.902,14.902
392,Girl 0-2 yrs,85.2,8.74,8.74,9.487,9.487,13.55,13.55,14.934,14.934
393,Girl 0-2 yrs,85.3,8.76,8.76,9.508,9.508,13.58,13.58,14.967,14.967
394,Girl 0-2 yrs,85.4,8.779,8.779,9.529,9.529,13.609,13.609,15,15
395,Girl 0-2 yrs,85.5,8.798,8.798,9.55,9.55,13.639,13.639,15.033,15.033
396,Girl 0-2 yrs,85.6,8.818,8.818,9.571,9.571,13.669,13.669,15.065,15.065
397,Girl 0-2 yrs,85.7,8.837,8.837,9.592,9.592,13.699,13.699,15.098,15.098
398,Girl 0-2 yrs,85.8,8.856,8.856,9.613,9.613,13.729,13.729,15.131,15.131
399,Girl 0-2 yrs,85.9,8.876,8.876,9.634,9.634,13.759,13.759,15.164,15.164
400,Girl 0-2 yrs,86,8.895,8.895,9.655,9.655,13.789,13.789,15.197,15.197
401,Girl 0-2 yrs,86.1,8.915,8.915,9.676,9.676,13.819,13.819,15.23,15.23
402,Girl 0-2 yrs,86.2,8.934,8.934,9.697,9.697,13.849,13.849,15.264,15.264
403,Girl 0-2 yrs,86.3,8.954,8.954,9.719,9.719,13.879,13.879,15.297,15.297
404,Girl 0-2 yrs,86.4,8.973,8.973,9.74,9.74,13.91,13.91,15.33,15.33
405,Girl 0-2 yrs,86.5,8.993,8.993,9.761,9.761,13.94,13.94,15.363,15.363
406,Girl 0-2 yrs,86.6,9.012,9.012,9.782,9.782,13.97,13.97,15.397,15.397
407,Girl 0-2 yrs,86.7,9.032,9.032,9.803,9.803,14,14,15.43,15.43
408,Girl 0-2 yrs,86.8,9.051,9.051,9.825,9.825,14.031,14.031,15.464,15.464
409,Girl 0-2 yrs,86.9,9.071,9.071,9.846,9.846,14.061,14.061,15.497,15.497
410,Girl 0-2 yrs,87,9.091,9.091,9.867,9.867,14.091,14.091,15.531,15.531
411,Girl 0-2 yrs,87.1,9.11,9.11,9.888,9.888,14.122,14.122,15.564,15.564
412,Girl 0-2 yrs,87.2,9.13,9.13,9.91,9.91,14.152,14.152,15.597,15.597
413,Girl 0-2 yrs,87.3,9.149,9.149,9.931,9.931,14.182,14.182,15.631,15.631
414,Girl 0-2 yrs,87.4,9.169,9.169,9.952,9.952,14.213,14.213,15.664,15.664
415,Girl 0-2 yrs,87.5,9.188,9.188,9.973,9.973,14.243,14.243,15.698,15.698
416,Girl 0-2 yrs,87.6,9.208,9.208,9.994,9.994,14.273,14.273,15.731,15.731
417,Girl 0-2 yrs,87.7,9.227,9.227,10.015,10.015,14.304,14.304,15.765,15.765
418,Girl 0-2 yrs,87.8,9.247,9.247,10.037,10.037,14.334,14.334,15.798,15.798
419,Girl 0-2 yrs,87.9,9.266,9.266,10.058,10.058,14.364,14.364,15.832,15.832
420,Girl 0-2 yrs,88,9.286,9.286,10.079,10.079,14.395,14.395,15.865,15.865
421,Girl 0-2 yrs,88.1,9.305,9.305,10.1,10.1,14.425,14.425,15.899,15.899
422,Girl 0-2 yrs,88.2,9.324,9.324,10.121,10.121,14.455,14.455,15.932,15.932
423,Girl 0-2 yrs,88.3,9.344,9.344,10.142,10.142,14.485,14.485,15.965,15.965
424,Girl 0-2 yrs,88.4,9.363,9.363,10.163,10.163,14.516,14.516,15.999,15.999
425,Girl 0-2 yrs,88.5,9.383,9.383,10.184,10.184,14.546,14.546,16.032,16.032
426,Girl 0-2 yrs,88.6,9.402,9.402,10.205,10.205,14.576,14.576,16.066,16.066
427,Girl 0-2 yrs,88.8,9.441,9.441,10.247,10.247,14.637,14.637,16.133,16.133
428,Girl 0-2 yrs,88.9,9.46,9.46,10.268,10.268,14.667,14.667,16.166,16.166
429,Girl 0-2 yrs,89,9.479,9.479,10.289,10.289,14.697,14.697,16.2,16.2
430,Girl 0-2 yrs,89.1,9.498,9.498,10.31,10.31,14.728,14.728,16.233,16.233
431,Girl 0-2 yrs,89.2,9.518,9.518,10.331,10.331,14.758,14.758,16.266,16.266
432,Girl 0-2 yrs,89.3,9.537,9.537,10.352,10.352,14.788,14.788,16.3,16.3
433,Girl 0-2 yrs,89.4,9.556,9.556,10.373,10.373,14.818,14.818,16.333,16.333
434,Girl 0-2 yrs,89.5,9.575,9.575,10.394,10.394,14.848,14.848,16.367,16.367
435,Girl 0-2 yrs,89.6,9.595,9.595,10.415,10.415,14.879,14.879,16.4,16.4
436,Girl 0-2 yrs,89.7,9.614,9.614,10.436,10.436,14.909,14.909,16.433,16.433
437,Girl 0-2 yrs,89.8,9.633,9.633,10.457,10.457,14.939,14.939,16.466,16.466
438,Girl 0-2 yrs,89.9,9.652,9.652,10.477,10.477,14.969,14.969,16.5,16.5
439,Girl 0-2 yrs,90,9.671,9.671,10.498,10.498,14.999,14.999,16.533,16.533
440,Girl 0-2 yrs,90.1,9.69,9.69,10.519,10.519,15.029,15.029,16.566,16.566
441,Girl 0-2 yrs,90.2,9.709,9.709,10.54,10.54,15.059,15.059,16.6,16.6
442,Girl 0-2 yrs,90.3,9.728,9.728,10.561,10.561,15.09,15.09,16.633,16.633
443,Girl 0-2 yrs,90.4,9.747,9.747,10.581,10.581,15.12,15.12,16.667,16.667
444,Girl 0-2 yrs,90.5,9.767,9.767,10.602,10.602,15.15,15.15,16.7,16.7
445,Girl 0-2 yrs,90.6,9.786,9.786,10.623,10.623,15.18,15.18,16.733,16.733
446,Girl 0-2 yrs,90.7,9.805,9.805,10.644,10.644,15.21,15.21,16.767,16.767
447,Girl 0-2 yrs,90.8,9.824,9.824,10.664,10.664,15.24,15.24,16.8,16.8
448,Girl 0-2 yrs,90.9,9.843,9.843,10.685,10.685,15.27,15.27,16.833,16.833
449,Girl 0-2 yrs,91,9.862,9.862,10.706,10.706,15.3,15.3,16.866,16.866
450,Girl 0-2 yrs,91.1,9.881,9.881,10.726,10.726,15.33,15.33,16.9,16.9
451,Girl 0-2 yrs,91.2,9.9,9.9,10.747,10.747,15.36,15.36,16.933,16.933
452,Girl 0-2 yrs,91.3,9.918,9.918,10.768,10.768,15.39,15.39,16.967,16.967
453,Girl 0-2 yrs,91.4,9.937,9.937,10.788,10.788,15.421,15.421,17,17
454,Girl 0-2 yrs,91.5,9.956,9.956,10.809,10.809,15.451,15.451,17.033,17.033
455,Girl 0-2 yrs,91.6,9.975,9.975,10.83,10.83,15.481,15.481,17.067,17.067
456,Girl 0-2 yrs,91.7,9.994,9.994,10.85,10.85,15.511,15.511,17.1,17.1
457,Girl 0-2 yrs,91.8,10.013,10.013,10.871,10.871,15.541,15.541,17.134,17.134
458,Girl 0-2 yrs,91.9,10.032,10.032,10.892,10.892,15.571,15.571,17.167,17.167
459,Girl 0-2 yrs,92,10.051,10.051,10.912,10.912,15.601,15.601,17.2,17.2
460,Girl 0-2 yrs,92.1,10.07,10.07,10.933,10.933,15.631,15.631,17.234,17.234
461,Girl 0-2 yrs,92.2,10.089,10.089,10.953,10.953,15.662,15.662,17.267,17.267
462,Girl 0-2 yrs,92.3,10.108,10.108,10.974,10.974,15.692,15.692,17.301,17.301
463,Girl 0-2 yrs,92.4,10.127,10.127,10.995,10.995,15.722,15.722,17.334,17.334
464,Girl 0-2 yrs,92.5,10.146,10.146,11.015,11.015,15.752,15.752,17.368,17.368
465,Girl 0-2 yrs,92.7,10.183,10.183,11.056,11.056,15.813,15.813,17.435,17.435
466,Girl 0-2 yrs,92.8,10.202,10.202,11.077,11.077,15.843,15.843,17.469,17.469
467,Girl 0-2 yrs,92.9,10.221,10.221,11.098,11.098,15.873,15.873,17.502,17.502
468,Girl 0-2 yrs,93,10.24,10.24,11.118,11.118,15.903,15.903,17.535,17.535
469,Girl 0-2 yrs,93.1,10.258,10.258,11.139,11.139,15.934,15.934,17.569,17.569
470,Girl 0-2 yrs,93.2,10.277,10.277,11.159,11.159,15.964,15.964,17.603,17.603
471,Girl 0-2 yrs,93.3,10.296,10.296,11.18,11.18,15.994,15.994,17.636,17.636
472,Girl 0-2 yrs,93.4,10.315,10.315,11.201,11.201,16.025,16.025,17.671,17.671
473,Girl 0-2 yrs,93.5,10.334,10.334,11.221,11.221,16.055,16.055,17.704,17.704
474,Girl 0-2 yrs,93.6,10.353,10.353,11.242,11.242,16.085,16.085,17.738,17.738
475,Girl 0-2 yrs,93.7,10.372,10.372,11.262,11.262,16.116,16.116,17.772,17.772
476,Girl 0-2 yrs,93.8,10.391,10.391,11.283,11.283,16.146,16.146,17.806,17.806
477,Girl 0-2 yrs,93.9,10.409,10.409,11.304,11.304,16.177,16.177,17.84,17.84
478,Girl 0-2 yrs,94,10.428,10.428,11.324,11.324,16.207,16.207,17.873,17.873
479,Girl 0-2 yrs,94.1,10.447,10.447,11.345,11.345,16.237,16.237,17.907,17.907
480,Girl 0-2 yrs,94.2,10.466,10.466,11.366,11.366,16.268,16.268,17.942,17.942
481,Girl 0-2 yrs,94.3,10.485,10.485,11.386,11.386,16.298,16.298,17.975,17.975
482,Girl 0-2 yrs,94.4,10.504,10.504,11.407,11.407,16.329,16.329,18.01,18.01
483,Girl 0-2 yrs,94.5,10.523,10.523,11.428,11.428,16.36,16.36,18.044,18.044
484,Girl 0-2 yrs,94.6,10.542,10.542,11.448,11.448,16.39,16.39,18.078,18.078
485,Girl 0-2 yrs,94.7,10.561,10.561,11.469,11.469,16.421,16.421,18.112,18.112
486,Girl 0-2 yrs,94.8,10.58,10.58,11.49,11.49,16.452,16.452,18.146,18.146
487,Girl 0-2 yrs,94.9,10.599,10.599,11.511,11.511,16.483,16.483,18.181,18.181
488,Girl 0-2 yrs,95,10.618,10.618,11.532,11.532,16.513,16.513,18.215,18.215
489,Girl 0-2 yrs,95.1,10.637,10.637,11.552,11.552,16.545,16.545,18.25,18.25
490,Girl 0-2 yrs,95.2,10.656,10.656,11.573,11.573,16.576,16.576,18.284,18.284
491,Girl 0-2 yrs,95.3,10.675,10.675,11.594,11.594,16.606,16.606,18.318,18.318
